emp_no,first_name,last_name,title,from_date,salary
422381,Aran,Merkl,Staff,1988-12-08,60204
481000,Hidefumi,Zirintsis,Senior Staff,1988-12-08,60945
210778,Kaijung,Tyugu,Senior Engineer,1988-12-08,57474
32026,Lansing,Skrikant,Senior Staff,1988-12-08,75657
20069,Guenter,Huhdanpaa,Senior Staff,1988-12-08,40000
270448,Becky,Snedden,Engineer,1988-12-08,41906
455809,Ramachenga,Dusink,Senior Engineer,1988-12-08,40000
287876,Yinlin,Hardjono,Senior Staff,1988-12-08,78974
52413,Qiwen,Brobst,Senior Engineer,1988-12-08,75404
290749,Ronghao,Morrey,Engineer,1988-12-08,63409
285652,Tomokazu,Gewali,Senior Engineer,1988-12-08,88144
454863,Abdelghani,Krichel,Senior Engineer,1988-12-07,44471
76672,Remko,Peris,Senior Engineer,1988-12-07,40000
468249,Domenick,Schmiedel,Senior Engineer,1988-12-07,40000
476167,Genta,Dulli,Senior Staff,1988-12-07,73270
439694,Eric,Aingworth,Senior Staff,1988-12-07,40000
282470,Chrisa,Pagter,Engineer,1988-12-07,40000
77231,Yuqun,Luft,Senior Engineer,1988-12-07,44555
481569,Huican,Hutter,Senior Staff,1988-12-07,54480
439071,Kokou,Woycyznski,Senior Staff,1988-12-06,46070
92959,Trygve,Honiden,Staff,1988-12-06,49541
84747,Yoshinari,Felcyn,Senior Staff,1988-12-06,70389
44148,Fun,Marchesini,Senior Staff,1988-12-06,40000
401411,Werner,Boreale,Technique Leader,1988-12-06,40000
59166,Charlene,Bernardinello,Senior Engineer,1988-12-06,50701
58053,Zissis,Karunanithi,Staff,1988-12-06,72883
270348,Nitsan,Rubsam,Staff,1988-12-06,40000
473186,Jiann,Tagansky,Engineer,1988-12-06,43810
36627,Mary,Quadeer,Technique Leader,1988-12-06,58519
67523,Pohua,Gelosh,Senior Engineer,1988-12-06,44111
280212,Chanjung,Heemskerk,Technique Leader,1988-12-06,58441
201358,Toshimitsu,Erdmenger,Senior Staff,1988-12-06,87898
440652,Nahum,Garnier,Senior Engineer,1988-12-05,67855
419623,Guther,Demizu,Engineer,1988-12-05,60021
482648,Kinh,Velardi,Technique Leader,1988-12-05,40000
61915,Yongmin,Conta,Staff,1988-12-05,40000
478589,Peternela,Leppanen,Engineer,1988-12-05,55771
210484,Masasuke,Gihr,Engineer,1988-12-05,42556
26283,Abdulla,Feldmann,Engineer,1988-12-05,40000
293070,Saddek,Isaak,Senior Staff,1988-12-05,43040
442141,Eben,Serot,Staff,1988-12-05,53411
498862,Zissis,Ranum,Staff,1988-12-05,63682
219775,Sachio,Ranze,Senior Staff,1988-12-05,50422
218885,Rosine,Gimarc,Engineer,1988-12-04,51064
17696,Feiyu,Kusalik,Engineer,1988-12-04,40000
479945,Jeong,Paciorek,Senior Staff,1988-12-04,55272
39995,Marko,Deverell,Senior Engineer,1988-12-04,62346
428020,Toshimitsu,Tiemann,Staff,1988-12-04,93362
77068,Leucio,Rattan,Senior Engineer,1988-12-04,40000
245493,Mechthild,Kirkerud,Senior Staff,1988-12-04,48954
232623,Guther,Linares,Engineer,1988-12-04,40000
474527,Tsz,Delgrange,Staff,1988-12-04,53882
94211,Martins,Yurov,Senior Engineer,1988-12-04,41359
83797,Kazuhisa,Fontan,Senior Staff,1988-12-04,58691
425795,Zine,Beetstra,Engineer,1988-12-04,42072
220619,Gor,Jahnichen,Senior Engineer,1988-12-04,40000
231236,Guadalupe,Iisaka,Engineer,1988-12-04,40000
475632,Mohamadou,Angiulli,Engineer,1988-12-04,53124
237558,Nikolaos,Riefers,Senior Staff,1988-12-04,56979
73390,Ishfaq,Beutelspacher,Senior Engineer,1988-12-04,64348
455932,Wanqing,Polupanov,Senior Engineer,1988-12-04,40000
271480,Arumugam,Cooley,Staff,1988-12-04,45121
293424,Arumugam,Ohori,Senior Engineer,1988-12-03,63651
292809,Dulce,Majewski,Senior Staff,1988-12-03,40000
232184,Persi,Weiland,Technique Leader,1988-12-03,40000
477140,Christfried,Murrill,Senior Staff,1988-12-03,77748
257073,Kagan,Schaar,Staff,1988-12-03,40191
219102,Xiaoheng,Arlazarov,Senior Staff,1988-12-03,74072
105410,Foong,Morton,Senior Engineer,1988-12-03,40000
97540,Lubomir,Brodal,Engineer,1988-12-03,40000
220280,Marsal,Jervis,Technique Leader,1988-12-03,54257
407411,Shaowei,Baby,Senior Engineer,1988-12-03,67693
239108,Shigehito,Thombley,Staff,1988-12-03,73118
89001,Zeydy,Sommen,Senior Staff,1988-12-03,40000
83585,Susuma,Himler,Engineer,1988-12-03,53364
273575,Neelam,Colorni,Senior Staff,1988-12-02,46574
246437,Michaela,Badache,Senior Engineer,1988-12-02,44705
465698,Ranan,Demos,Senior Staff,1988-12-02,65305
76979,Claude,Fiutem,Senior Staff,1988-12-02,52198
108176,Aksel,Piazza,Senior Engineer,1988-12-02,40000
30269,Dharmaraja,Valtorta,Staff,1988-12-02,40000
73456,Toney,Azadmanesh,Engineer,1988-12-02,44012
263082,Bluma,Roisin,Senior Staff,1988-12-02,52476
499908,Toong,Coorg,Engineer,1988-12-02,40356
255934,Mantis,Fabrizio,Senior Staff,1988-12-02,56682
407861,Bodh,Birta,Senior Staff,1988-12-01,64264
30226,Shiv,Reghbati,Engineer,1988-12-01,47180
59078,Licheng,Larfeldt,Engineer,1988-12-01,52687
290836,Manohar,Hiroyama,Senior Engineer,1988-12-01,40000
254459,Mart,Gadepally,Engineer,1988-12-01,48159
239721,Ramzi,Crouzet,Staff,1988-12-01,40000
260522,Kasturi,Baez,Senior Engineer,1988-12-01,66080
467738,Kien,Zielinski,Senior Staff,1988-12-01,55378
450468,Aimee,Lakshmanan,Assistant Engineer,1988-12-01,48849
465829,Dante,Beidas,Senior Engineer,1988-12-01,40000
440812,Yechiam,Baer,Senior Engineer,1988-11-30,40000
288610,Ortrud,Zuberek,Senior Engineer,1988-11-30,50399
216392,Ziyad,Baer,Senior Staff,1988-11-30,69678
205150,Denis,Murthy,Senior Engineer,1988-11-30,40000
101440,Aimee,McAffer,Senior Staff,1988-11-30,64583
428951,Shigeaki,Angot,Senior Engineer,1988-11-30,40000
455957,Mack,Basagni,Senior Staff,1988-11-30,40923
244361,Shuzo,Flasterstein,Senior Staff,1988-11-30,40000
63112,Joydip,Swan,Senior Engineer,1988-11-30,61721
101252,Constantino,Speer,Senior Staff,1988-11-30,41874
55440,Ramzi,Shinomoto,Engineer,1988-11-30,43426
221398,Hiroyasu,Cochrane,Senior Engineer,1988-11-29,69046
97704,Zhiwei,Imataki,Staff,1988-11-29,53593
249697,Mario,Kuzuoka,Senior Engineer,1988-11-29,43164
103663,Bezalel,Edelhoff,Assistant Engineer,1988-11-29,40000
59916,Anneli,Smeets,Engineer,1988-11-29,40000
491489,Harjit,Braccini,Senior Engineer,1988-11-29,40000
290869,Byong,Bazzichi,Engineer,1988-11-29,53770
290794,Fox,Pramanik,Senior Engineer,1988-11-29,50438
448894,Rildo,Kugler,Technique Leader,1988-11-29,48323
272021,Baoqiu,Asrin,Senior Staff,1988-11-29,49057
292904,Gopalakrishnan,Uhrik,Senior Staff,1988-11-29,48134
293293,Duro,Ramamoorthy,Senior Staff,1988-11-28,40000
77466,Takahiro,Matzel,Senior Engineer,1988-11-28,45764
265456,Xiaoqiang,Reutenauer,Senior Engineer,1988-11-28,40000
33115,Padma,Peyn,Assistant Engineer,1988-11-28,44843
297167,Dipayan,Ligten,Senior Engineer,1988-11-28,44596
439567,Weiyi,Ernst,Senior Engineer,1988-11-28,57729
476434,Rosita,Beutelspacher,Engineer,1988-11-28,40053
289366,Owen,Binding,Engineer,1988-11-28,42568
240382,Zengping,Egerstedt,Senior Staff,1988-11-28,40000
459178,Tiina,Prampolini,Technique Leader,1988-11-28,64366
200476,Vishwani,Frezza,Engineer,1988-11-28,43907
58325,Kokou,Riexinger,Senior Engineer,1988-11-27,41626
440056,Moni,Stanfel,Engineer,1988-11-27,61128
273658,Jaana,Lipner,Staff,1988-11-27,74405
443838,Rimon,McClure,Senior Staff,1988-11-27,40000
446352,Sariel,Muhlberg,Engineer,1988-11-27,40000
401749,Kiyotoshi,Biron,Senior Staff,1988-11-27,92757
98497,Jianhao,Cannata,Engineer,1988-11-27,40000
428419,Gila,Cichocki,Senior Engineer,1988-11-27,47829
254270,Pohua,Hiraishi,Staff,1988-11-26,56051
34406,Yefim,Mitsuhashi,Staff,1988-11-26,81629
41149,Alain,Wiegley,Senior Engineer,1988-11-26,40000
269918,Stella,Pelc,Staff,1988-11-26,95504
490510,Premsyl,Riefers,Engineer,1988-11-26,40000
471065,Herbert,Stafford,Senior Staff,1988-11-26,72590
419136,Jagoda,Slaats,Engineer,1988-11-26,40000
57869,Martine,Perl,Engineer,1988-11-26,51324
200959,Dhritiman,Speek,Engineer,1988-11-26,40000
403831,Arunas,Thimonier,Senior Staff,1988-11-26,40000
415496,Gritta,Awdeh,Staff,1988-11-26,40621
290337,Jaroslava,Soicher,Staff,1988-11-26,55913
432048,Feipei,Fritzsche,Engineer,1988-11-25,48922
492800,Brigham,Kropf,Senior Engineer,1988-11-25,56585
492278,Chinhyun,Delgrange,Staff,1988-11-25,67897
284459,Souichi,Waeselynck,Senior Engineer,1988-11-25,53462
413976,Erez,Kalloufi,Staff,1988-11-25,40670
20693,Yefim,Flasterstein,Senior Engineer,1988-11-25,40000
480052,Chinho,Weisert,Senior Engineer,1988-11-25,58746
440461,Bader,Stenning,Staff,1988-11-25,40000
19419,Palash,Bernardeschi,Senior Staff,1988-11-25,52164
228993,Kristine,Marrevee,Senior Engineer,1988-11-25,50506
480243,Candida,Gerlach,Senior Staff,1988-11-25,81568
287878,Masoud,Gihr,Engineer,1988-11-25,40000
28510,Subhankar,Desikan,Technique Leader,1988-11-25,59021
423443,Chenye,Camarinopoulos,Senior Engineer,1988-11-25,40000
411155,Ult,Kavanagh,Engineer,1988-11-25,40000
207761,Vatsa,Beeson,Senior Engineer,1988-11-25,64255
71041,Frazer,Borovoy,Engineer,1988-11-24,47442
201205,Shaunak,Haddadi,Engineer,1988-11-24,40000
424609,Erzsebet,Reistad,Senior Staff,1988-11-24,51993
244566,Jacopo,Soloway,Senior Engineer,1988-11-24,45071
224917,Danae,Pollock,Engineer,1988-11-24,40000
55450,Vishv,Furudate,Senior Engineer,1988-11-24,40000
268698,Hercules,Streng,Senior Staff,1988-11-24,40000
475229,Shim,Pero,Senior Staff,1988-11-24,40000
410957,Bernd,Malabarba,Staff,1988-11-24,55417
247898,Karoline,Krohn,Senior Staff,1988-11-24,41154
273864,Isaac,Perelgut,Staff,1988-11-24,46861
237591,Halsur,Serov,Senior Engineer,1988-11-24,40000
59109,Tesuya,Morrey,Engineer,1988-11-24,43715
419986,Cristinel,Belinskaya,Senior Engineer,1988-11-24,51086
227457,Zeydy,Silva,Senior Engineer,1988-11-24,40000
287294,Aria,Vecchi,Senior Staff,1988-11-24,40000
402056,Bezalel,Larfeldt,Staff,1988-11-23,55983
483509,Poorav,Seiwald,Engineer,1988-11-23,53398
294398,Kazuhiko,Ruemmler,Senior Staff,1988-11-23,66138
216284,Maris,Vigier,Senior Engineer,1988-11-23,48462
67272,Val,Minakawa,Staff,1988-11-23,45253
417462,Yagil,Emmart,Senior Engineer,1988-11-23,64352
218842,Bedrich,Sinicrope,Staff,1988-11-23,59048
30819,Sachio,Asrin,Engineer,1988-11-23,40000
491847,Danel,Mitzlaff,Senior Staff,1988-11-23,65599
440094,Bernice,Rabehasaina,Senior Staff,1988-11-23,40000
92770,Sudharsan,Braunmuhl,Assistant Engineer,1988-11-22,46554
236168,Kyoichi,Hopewell,Engineer,1988-11-22,50730
293024,Zissis,Ramaiah,Senior Staff,1988-11-22,40000
25154,Eldridge,Eugenio,Senior Staff,1988-11-22,40000
263824,Yolla,Constantine,Senior Engineer,1988-11-22,40000
96276,Luisa,Wossner,Senior Staff,1988-11-22,40000
104363,Mansur,Xiaoshan,Senior Staff,1988-11-22,66971
222173,Feiyu,Esteva,Senior Engineer,1988-11-22,40000
77702,Barna,Jiang,Staff,1988-11-22,44828
34207,Pohua,Bernardeschi,Engineer,1988-11-21,40000
233253,Kyoichi,Merli,Senior Engineer,1988-11-21,45847
285272,Herbert,Aseltine,Staff,1988-11-21,52117
54049,Christoper,Debuse,Senior Engineer,1988-11-21,40000
73937,Kagan,Moehrke,Senior Staff,1988-11-21,56500
204993,Szabolcs,Zucker,Technique Leader,1988-11-21,70974
68003,Kellie,Ratzlaff,Technique Leader,1988-11-21,40000
201178,Kristof,Conta,Staff,1988-11-21,60543
81543,Jianhui,Ishibashi,Staff,1988-11-21,74442
405232,Saniya,Nannarelli,Senior Staff,1988-11-21,49974
211193,Yannis,Schapiro,Engineer,1988-11-21,40000
411573,Ymte,Casley,Engineer,1988-11-21,60800
485341,Mohammed,Validov,Assistant Engineer,1988-11-21,47489
46352,Unal,Zambonelli,Senior Staff,1988-11-21,89610
55199,Marco,Gadepally,Senior Engineer,1988-11-21,70344
413276,Bikash,Stamatiou,Assistant Engineer,1988-11-21,40000
70516,Danny,Mamelak,Staff,1988-11-20,47946
257004,Godehard,Lowrie,Senior Engineer,1988-11-20,40000
18393,Wuxu,Aseltine,Senior Engineer,1988-11-20,40205
497735,Serenella,Percebois,Staff,1988-11-20,72732
275872,Sadun,Thummel,Engineer,1988-11-20,61830
297024,Lakshmi,Pews,Staff,1988-11-20,40000
210876,Wayne,Yamaashi,Staff,1988-11-20,40000
406854,Reinhold,Besancenot,Engineer,1988-11-20,57090
60479,Stein,Byoun,Senior Staff,1988-11-20,44162
466556,Xinglin,Karnin,Senior Engineer,1988-11-20,40000
255610,Abdulah,Paciorek,Senior Engineer,1988-11-20,68475
448810,Tomofumi,Kropp,Senior Staff,1988-11-20,40000
69271,Debatosh,Zyda,Senior Engineer,1988-11-20,61650
479866,Heng,Pellegrinelli,Senior Engineer,1988-11-20,40857
255053,Urs,Bolsens,Senior Engineer,1988-11-20,72928
63114,Danny,Cheshire,Staff,1988-11-20,63059
204938,Collette,Verspoor,Technique Leader,1988-11-20,40000
475890,Manibrata,Picht,Senior Engineer,1988-11-20,40000
71913,Tooru,Feinberg,Technique Leader,1988-11-19,59759
206815,Insup,Frolund,Senior Staff,1988-11-19,76749
440234,Venkatesan,Morrey,Technique Leader,1988-11-19,42434
440960,Moty,Zirintsis,Senior Engineer,1988-11-19,63161
44883,Kagan,Cichocki,Engineer,1988-11-19,55765
417674,Felicidad,Felcyn,Senior Staff,1988-11-19,62473
36870,Jianhao,Luff,Engineer,1988-11-19,40000
463556,Monique,Emmart,Staff,1988-11-19,40000
417923,Jahangir,Negoita,Senior Engineer,1988-11-19,40000
238342,Filipp,Wielonsky,Senior Engineer,1988-11-19,56521
437191,Shmuel,Luca,Staff,1988-11-19,40155
255339,Leni,Hitomi,Senior Engineer,1988-11-19,47424
15993,Yoshimitsu,Peir,Senior Engineer,1988-11-19,45611
263248,Jeong,Fiebach,Technique Leader,1988-11-19,70698
85278,Kamakshi,Karnin,Senior Engineer,1988-11-19,40000
445251,Ingemar,Terekhov,Technique Leader,1988-11-19,40000
206296,Kwangjo,Landherr,Senior Staff,1988-11-19,43632
418835,Oguz,Bruckman,Senior Staff,1988-11-19,62386
416552,Kwok,Nyrup,Staff,1988-11-18,40000
298575,Douadi,Driscoll,Staff,1988-11-18,47388
482160,Kamakshi,Kumaresan,Senior Engineer,1988-11-18,56407
275313,Serge,Keustermans,Senior Staff,1988-11-18,45798
282063,Hongzhu,Selenyi,Engineer,1988-11-18,47917
222022,Dung,Mayerwieser,Senior Staff,1988-11-18,59367
489523,Uriel,Sessa,Assistant Engineer,1988-11-18,40000
439877,Wojceich,Emiris,Senior Staff,1988-11-18,40000
416726,Kousuke,Dichev,Senior Staff,1988-11-18,47782
222180,Maia,Feinberg,Staff,1988-11-18,95537
64268,Masasuke,Qiwen,Senior Staff,1988-11-18,56096
235078,Yoshinari,Ullian,Engineer,1988-11-18,48112
64960,Chinho,Gonthier,Technique Leader,1988-11-17,63785
295906,Feiyu,Denny,Engineer,1988-11-17,50327
11853,Zeljko,Kusakabe,Senior Staff,1988-11-17,61941
204524,Mahendra,Schreiter,Senior Engineer,1988-11-17,40000
259679,Jiong,Ishibashi,Senior Engineer,1988-11-17,45190
39226,Samphel,Parfitt,Engineer,1988-11-17,52379
11746,Koichi,Marrakchi,Senior Staff,1988-11-17,55951
407437,Mabo,Farrag,Senior Staff,1988-11-17,40000
52932,Carrsten,Lorin,Senior Engineer,1988-11-17,62236
22917,Adas,Pfau,Engineer,1988-11-17,47460
468950,Jovan,Mundy,Engineer,1988-11-17,60639
201190,Zdislav,Melski,Technique Leader,1988-11-17,52202
230047,Yucai,Jullig,Senior Staff,1988-11-17,51291
22593,Danae,Jeansoulin,Senior Staff,1988-11-17,52423
252410,Sukumar,Fujisawa,Senior Engineer,1988-11-17,40000
88947,Ronghao,Marletta,Staff,1988-11-17,40000
208982,Rutger,Sinitsyn,Senior Engineer,1988-11-17,40000
74811,Khatoun,Pardalos,Senior Engineer,1988-11-17,53056
34338,Hairong,Emden,Senior Engineer,1988-11-16,40000
246498,Matt,Herber,Technique Leader,1988-11-16,51937
214144,Duke,Oppitz,Engineer,1988-11-16,40000
477275,Sachio,Marletta,Staff,1988-11-16,71600
40769,Seongbin,Covnot,Senior Staff,1988-11-16,40000
442709,Akemi,Renear,Staff,1988-11-16,40000
268056,Lucian,Speek,Senior Engineer,1988-11-15,40000
251669,Subhrajyoti,Daescu,Senior Staff,1988-11-15,55298
250213,Berhard,Murrill,Senior Engineer,1988-11-15,40000
247790,Goo,Apsitis,Senior Engineer,1988-11-15,60397
41979,Hilary,Bage,Senior Staff,1988-11-15,40000
466134,Mansur,Kamble,Senior Engineer,1988-11-15,42182
92340,Berhard,Nitsch,Senior Engineer,1988-11-15,45547
487358,Godehard,Katalagarianos,Senior Staff,1988-11-15,77639
58637,Mohamadou,Peck,Senior Engineer,1988-11-15,67584
32244,Mitsuyuki,Mitsuhashi,Senior Engineer,1988-11-15,66180
229446,Kazuhiko,Gadepally,Engineer,1988-11-15,49889
81861,Tesuro,Walstra,Senior Engineer,1988-11-15,54826
248542,Pranay,Hitomi,Senior Engineer,1988-11-15,63887
27910,Gil,Haumacher,Engineer,1988-11-15,45887
289034,Arra,Cappelletti,Senior Engineer,1988-11-15,40000
105204,Ennio,Schaad,Senior Staff,1988-11-14,52936
261383,Elliott,Manders,Staff,1988-11-14,69142
231243,Abdelghani,Birta,Senior Staff,1988-11-14,40000
244607,Manton,Fetvedt,Senior Staff,1988-11-14,40000
299004,Kokou,Monkewich,Senior Engineer,1988-11-14,51449
12070,Ger,Shokrollahi,Technique Leader,1988-11-14,50233
479166,Uno,Anger,Engineer,1988-11-14,83321
227908,Shih,Denti,Senior Engineer,1988-11-14,49249
90821,Jingling,Kadhim,Senior Engineer,1988-11-14,55574
53475,Malu,Selenyi,Staff,1988-11-14,46409
108184,Kien,Merks,Engineer,1988-11-14,55766
402163,Alejandro,Sankaranarayanan,Senior Engineer,1988-11-14,76506
261298,Ottavia,Ventosa,Senior Engineer,1988-11-14,40000
445391,Tesuro,Hopewell,Staff,1988-11-14,79556
467511,Akemi,Thambidurai,Staff,1988-11-14,71603
425669,Stabislas,Wrigley,Engineer,1988-11-14,40000
87504,Fumiya,Takanami,Assistant Engineer,1988-11-14,41444
462035,Mohammed,Egerstedt,Senior Engineer,1988-11-13,53355
264190,Limsoon,Schaap,Staff,1988-11-13,60119
474519,Paloma,Kawashima,Senior Staff,1988-11-13,53107
236192,Abdelkader,Whitcomb,Engineer,1988-11-13,49430
288304,Shan,Majewski,Senior Staff,1988-11-13,88808
54914,Gill,Bojadziev,Senior Staff,1988-11-13,57341
492376,Fuqing,Pagter,Senior Engineer,1988-11-13,40000
40028,Wuxu,Hofman,Technique Leader,1988-11-13,51480
274716,Jungsoon,Legleitner,Engineer,1988-11-13,40000
438330,Dinkar,Naumovich,Senior Engineer,1988-11-12,40000
47021,Mang,Paludetto,Senior Staff,1988-11-12,40000
22730,Premal,Basart,Staff,1988-11-12,51123
432920,Samphel,Dechter,Senior Staff,1988-11-12,58213
80955,Marc,Fioravanti,Senior Staff,1988-11-12,40000
59029,Krassimir,Cmelik,Senior Staff,1988-11-12,48042
408277,Bokyung,Baez,Staff,1988-11-12,84426
39636,Muzhong,Deville,Staff,1988-11-12,70782
488631,Marsha,Noriega,Staff,1988-11-12,56560
467065,Jeanne,Ginneken,Senior Engineer,1988-11-12,50579
87881,Yechezkel,Masaki,Engineer,1988-11-12,42916
481775,Gao,Hartvigsen,Senior Engineer,1988-11-12,90519
63324,Pintsang,Leuchs,Senior Engineer,1988-11-12,40000
488360,Roselyn,Fioravanti,Senior Staff,1988-11-12,80839
79031,Morris,Arlazarov,Senior Engineer,1988-11-12,40000
50672,Shen,Greenaway,Engineer,1988-11-11,40000
483472,Gita,Pesch,Staff,1988-11-11,95637
95212,Feipei,Kobara,Senior Staff,1988-11-11,40000
417579,Leandro,Ramamoorthy,Senior Engineer,1988-11-11,60376
451828,Pintsang,Peng,Senior Engineer,1988-11-11,52252
38707,Constantine,Hitomi,Senior Staff,1988-11-11,72764
461000,Goncalo,Plesums,Engineer,1988-11-11,40000
413755,Serap,Munke,Engineer,1988-11-11,40000
460938,Foong,Koblitz,Assistant Engineer,1988-11-11,47224
20794,Shaz,Rathonyi,Senior Engineer,1988-11-11,70498
103344,Sanjeeva,Whittlesey,Engineer,1988-11-11,68040
295562,Shih,Heping,Senior Engineer,1988-11-11,60282
68780,Berni,Itschner,Technique Leader,1988-11-11,40000
83230,Jaana,Lammel,Engineer,1988-11-11,73171
292658,Hiroyasu,Massonet,Senior Engineer,1988-11-11,40000
249387,Geraldo,Bharadwaj,Staff,1988-11-11,70177
246236,Muzhong,Sudkamp,Senior Staff,1988-11-10,71936
292025,Weidon,Osgood,Senior Engineer,1988-11-10,45184
99443,Zita,Woycyznski,Staff,1988-11-10,57383
67362,Ranga,Cardazo,Staff,1988-11-10,40000
473947,Van,Alencar,Senior Engineer,1988-11-10,48552
74493,Susanne,Chelton,Assistant Engineer,1988-11-10,54053
454292,Feixiong,Schapiro,Engineer,1988-11-10,44997
426243,Randi,Cummings,Senior Engineer,1988-11-10,53515
438944,Florian,Anick,Senior Staff,1988-11-10,73694
81896,Kwan,Bashian,Engineer,1988-11-10,40000
410108,Unal,Ratzlaff,Senior Engineer,1988-11-10,40000
264752,Juichirou,Syrotiuk,Engineer,1988-11-10,40000
480825,Georgy,Rosaz,Staff,1988-11-10,62762
225017,Goh,Bruckman,Senior Staff,1988-11-10,64040
486522,Uinam,Rahimi,Senior Engineer,1988-11-09,40000
435313,Fun,Vitiello,Senior Staff,1988-11-09,48857
243981,Dipankar,Encarnacion,Senior Engineer,1988-11-09,41386
260981,Reuven,Ermel,Senior Staff,1988-11-09,72561
67029,Sorina,Heydon,Senior Staff,1988-11-09,50518
229810,Katsuo,Attimonelli,Engineer,1988-11-09,65624
102793,Joydip,Benzaken,Senior Engineer,1988-11-09,40000
293446,Gad,Leppanen,Engineer,1988-11-09,40000
82110,Vugranam,Gecsel,Staff,1988-11-09,48328
99860,Mitchel,Homond,Technique Leader,1988-11-09,49331
421723,Ymte,Olano,Senior Staff,1988-11-09,40000
467760,Taiji,Pocchiola,Staff,1988-11-09,47888
48970,Kazuhito,Collette,Senior Staff,1988-11-09,83805
445509,Hein,Templeman,Staff,1988-11-09,50847
24225,Shugo,Eiter,Staff,1988-11-08,98584
93976,Demin,Dengi,Staff,1988-11-08,43871
104783,Lech,Mullainathan,Senior Staff,1988-11-08,46818
463661,Minghong,Janocha,Senior Staff,1988-11-08,71590
107019,Noritoshi,Majewski,Senior Staff,1988-11-08,81407
446607,Urs,Hinsberger,Staff,1988-11-08,60284
52986,Ugo,Beznosov,Senior Staff,1988-11-08,70532
483828,Tommaso,Codenie,Senior Staff,1988-11-08,40000
254138,Yechiam,Gammage,Assistant Engineer,1988-11-08,74086
215693,Hidefumi,Emmart,Technique Leader,1988-11-08,43705
58123,Zhaofang,Isard,Staff,1988-11-08,75236
405957,Zhiguo,Cochrane,Senior Engineer,1988-11-07,51741
63021,Kamakshi,Yurov,Senior Engineer,1988-11-07,40858
404469,Bartek,Maginnis,Staff,1988-11-07,40000
436848,Nitsan,Naudin,Staff,1988-11-07,46301
202507,Ziva,Marquardt,Engineer,1988-11-07,40000
479717,Moheb,Tzvieli,Senior Engineer,1988-11-07,62016
87974,Shunichi,Peac,Senior Staff,1988-11-07,60286
446931,Lihong,Openshaw,Engineer,1988-11-07,45383
493057,Lijia,Monarch,Engineer,1988-11-07,40000
281458,Niranjan,Biron,Senior Staff,1988-11-07,83954
14236,Xuedong,Angiulli,Senior Staff,1988-11-07,40000
441582,Munehiko,Schauser,Senior Engineer,1988-11-06,55552
21566,Angel,Demos,Senior Staff,1988-11-06,61752
463681,Gian,Kalefeld,Senior Engineer,1988-11-06,72716
233899,Shan,Horswill,Staff,1988-11-06,68832
56448,Kayoko,Covnot,Senior Engineer,1988-11-06,46867
236105,Genevieve,Kleiser,Senior Engineer,1988-11-06,40000
239153,Sanjoy,Lorcy,Senior Staff,1988-11-06,40000
93854,Constantine,Rosaz,Senior Engineer,1988-11-06,40000
227591,Byong,Genin,Senior Staff,1988-11-06,48531
22923,Kristof,Laventhal,Engineer,1988-11-06,43991
74921,Holgard,Rehfuss,Senior Engineer,1988-11-06,67629
219236,Jinya,Onuegbe,Engineer,1988-11-05,40000
402067,Franziska,Serna,Senior Staff,1988-11-05,40000
84188,Serenella,Holburn,Engineer,1988-11-05,68663
426995,Rasikan,Spelt,Staff,1988-11-05,48872
100698,Gino,Atrawala,Senior Staff,1988-11-05,45457
439289,Kazuyasu,Morris,Senior Engineer,1988-11-05,40000
29729,Alassane,Bernatsky,Senior Staff,1988-11-05,87778
210277,Yoshimitsu,Carrere,Senior Engineer,1988-11-05,40000
444829,Shuji,Redmiles,Senior Staff,1988-11-05,76088
477964,Richara,Thiran,Senior Engineer,1988-11-05,56004
443591,Haldun,Lamparter,Engineer,1988-11-05,51668
46858,Lubomir,Gente,Senior Staff,1988-11-05,83213
203693,Sungwon,Pezzoli,Senior Staff,1988-11-04,40000
471047,Sadok,Karunanithi,Senior Staff,1988-11-04,52905
431965,Gianluca,Melton,Senior Staff,1988-11-04,88347
257517,Salvador,Speckmann,Senior Engineer,1988-11-04,40000
71864,Martina,Bellone,Engineer,1988-11-04,62512
51561,Marsha,Docker,Senior Engineer,1988-11-04,40000
279014,Kazuhisa,Shackell,Engineer,1988-11-04,48758
56879,Arne,Junet,Staff,1988-11-04,40000
41553,Tokuyasu,Peltason,Senior Engineer,1988-11-04,58051
95071,Toney,Isaak,Staff,1988-11-04,71327
24154,Khaled,Hashii,Senior Staff,1988-11-04,79702
448388,Shaleah,Gluchowski,Senior Engineer,1988-11-04,63257
429321,Lihong,Matzel,Technique Leader,1988-11-03,40000
232089,Yoshimitsu,Czaja,Senior Engineer,1988-11-03,40000
23764,Hsiangchu,Cyne,Staff,1988-11-03,47732
472250,Roded,Maierhofer,Senior Engineer,1988-11-03,45767
33085,Kristinn,Jullig,Senior Engineer,1988-11-03,53869
268941,Danny,Edelhoff,Engineer,1988-11-03,40000
74323,Katsuo,Yetto,Senior Engineer,1988-11-03,48439
258521,Felicidad,Pintelas,Senior Staff,1988-11-03,93070
487502,Owen,Peris,Senior Engineer,1988-11-03,40000
261172,Katsuyuki,Luit,Senior Staff,1988-11-03,68463
11751,Jiafu,Emiris,Senior Staff,1988-11-03,40000
275828,Yifei,Terlouw,Engineer,1988-11-03,55439
79376,Faiza,Kragelund,Senior Staff,1988-11-03,40000
84943,Hugo,Benantar,Engineer,1988-11-02,40000
